app/src/main/kotlin/com/jtech/zemer/ui/component/LyricsImageCard.kt	R8-fontsize	3
app/src/main/kotlin/com/jtech/zemer/ui/component/LyricsImageCard.kt	R8-hex	1
app/src/main/kotlin/com/jtech/zemer/ui/component/Lyrics.kt	R8-hex	4
app/src/main/kotlin/com/jtech/zemer/ui/component/SearchableSelectableTopAppBar.kt	R14-backbtn	1
app/src/main/kotlin/com/jtech/zemer/ui/menu/AddToPlaylistDialog.kt	R11-menu	1
app/src/main/kotlin/com/jtech/zemer/ui/menu/AddToPlaylistDialogOnline.kt	R11-menu	2
app/src/main/kotlin/com/jtech/zemer/ui/menu/YouTubePlaylistMenu.kt	R11-menu	1
app/src/main/kotlin/com/jtech/zemer/ui/menu/YouTubeSongMenu.kt	R11-menu	1
app/src/main/kotlin/com/jtech/zemer/ui/player/LyricsScreen.kt	R12-blur	1
app/src/main/kotlin/com/jtech/zemer/ui/player/MiniPlayer.kt	R12-blur	1
app/src/main/kotlin/com/jtech/zemer/ui/player/Player.kt	R12-blur	1
app/src/main/kotlin/com/jtech/zemer/ui/player/Queue.kt	R15-morevert	1
app/src/main/kotlin/com/jtech/zemer/ui/screens/AlbumScreen.kt	R14-backbtn	1
app/src/main/kotlin/com/jtech/zemer/ui/screens/settings/ButtonSetupScreen.kt	R14-backbtn	1
